,home_score,away_score,home_team,away_team,result,date,year,day,id
618,0,0,Everton,Tottenham,0,2021-11-07 14:00:00+00:00,2021,6,3610034
619,1,1,Leeds,Leicester,0,2021-11-07 14:00:00+00:00,2021,6,3610035
620,3,2,West Ham,Liverpool,1,2021-11-07 16:30:00+00:00,2021,6,3610038
621,0,3,Leicester,Chelsea,0,2021-11-20 12:30:00+00:00,2021,5,3610041
622,2,0,Aston Villa,Brighton,1,2021-11-20 15:00:00+00:00,2021,5,3610039
623,3,3,Burnley,Crystal Palace,0,2021-11-20 15:00:00+00:00,2021,5,3610040
624,3,3,Newcastle,Brentford,0,2021-11-20 15:00:00+00:00,2021,5,3610044
625,2,1,Norwich,Southampton,1,2021-11-20 15:00:00+00:00,2021,5,3610045
626,4,1,Watford,Man United,1,2021-11-20 15:00:00+00:00,2021,5,3610047
627,1,0,Wolves,West Ham,1,2021-11-20 15:00:00+00:00,2021,5,3610048
628,4,0,Liverpool,Arsenal,1,2021-11-20 17:30:00+00:00,2021,5,3610042
629,3,0,Man City,Everton,1,2021-11-21 14:00:00+00:00,2021,6,3610043
630,2,1,Tottenham,Leeds,1,2021-11-21 16:30:00+00:00,2021,6,3610046
631,2,0,Arsenal,Newcastle,1,2021-11-27 12:30:00+00:00,2021,5,3610049
632,1,2,Crystal Palace,Aston Villa,0,2021-11-27 15:00:00+00:00,2021,5,3610054
633,4,0,Liverpool,Southampton,1,2021-11-27 15:00:00+00:00,2021,5,3610056
634,0,0,Norwich,Wolves,0,2021-11-27 15:00:00+00:00,2021,5,3610058
635,0,0,Brighton,Leeds,0,2021-11-27 17:30:00+00:00,2021,5,3610051
636,1,0,Brentford,Everton,1,2021-11-28 14:00:00+00:00,2021,6,3610050
637,4,2,Leicester,Watford,1,2021-11-28 14:00:00+00:00,2021,6,3610055
638,2,1,Man City,West Ham,1,2021-11-28 14:00:00+00:00,2021,6,3610057
639,1,1,Chelsea,Man United,0,2021-11-28 16:30:00+00:00,2021,6,3610053
640,1,1,Newcastle,Norwich,0,2021-11-30 19:30:00+00:00,2021,1,3610066
641,1,0,Leeds,Crystal Palace,1,2021-11-30 20:15:00+00:00,2021,1,3610061
642,2,2,Southampton,Leicester,0,2021-12-01 19:30:00+00:00,2021,2,3610067
643,1,2,Watford,Chelsea,0,2021-12-01 19:30:00+00:00,2021,2,3610062
644,1,1,West Ham,Brighton,0,2021-12-01 19:30:00+00:00,2021,2,3610063
645,0,0,Wolves,Burnley,0,2021-12-01 19:30:00+00:00,2021,2,3610064
646,1,2,Aston Villa,Man City,0,2021-12-01 20:15:00+00:00,2021,2,3610059
647,1,4,Everton,Liverpool,0,2021-12-01 20:15:00+00:00,2021,2,3610060
648,2,0,Tottenham,Brentford,1,2021-12-02 19:30:00+00:00,2021,3,3610068
649,3,2,Man United,Arsenal,1,2021-12-02 20:15:00+00:00,2021,3,3610065
650,3,2,West Ham,Chelsea,1,2021-12-04 12:30:00+00:00,2021,5,3610077
651,1,0,Newcastle,Burnley,1,2021-12-04 15:00:00+00:00,2021,5,3610073
652,1,1,Southampton,Brighton,0,2021-12-04 15:00:00+00:00,2021,5,3610074
653,0,1,Wolves,Liverpool,0,2021-12-04 15:00:00+00:00,2021,5,3610078
654,1,3,Watford,Man City,0,2021-12-04 17:30:00+00:00,2021,5,3610076
655,2,2,Leeds,Brentford,0,2021-12-05 14:00:00+00:00,2021,6,3610071
656,1,0,Man United,Crystal Palace,1,2021-12-05 14:00:00+00:00,2021,6,3610072
657,3,0,Tottenham,Norwich,1,2021-12-05 14:00:00+00:00,2021,6,3610075
658,2,1,Aston Villa,Leicester,1,2021-12-05 16:30:00+00:00,2021,6,3610069
659,2,1,Everton,Arsenal,1,2021-12-06 20:00:00+00:00,2021,0,3610070
660,2,1,Brentford,Watford,1,2021-12-10 20:00:00+00:00,2021,4,3610081
661,1,0,Man City,Wolves,1,2021-12-11 12:30:00+00:00,2021,5,3610088
662,3,0,Arsenal,Southampton,1,2021-12-11 15:00:00+00:00,2021,5,3610080
663,3,2,Chelsea,Leeds,1,2021-12-11 15:00:00+00:00,2021,5,3610084
664,1,0,Liverpool,Aston Villa,1,2021-12-11 15:00:00+00:00,2021,5,3610087
665,0,1,Norwich,Man United,0,2021-12-11 17:30:00+00:00,2021,5,3610089
666,0,0,Burnley,West Ham,0,2021-12-12 14:00:00+00:00,2021,6,3610083
667,4,0,Leicester,Newcastle,1,2021-12-12 14:00:00+00:00,2021,6,3610086
668,3,1,Crystal Palace,Everton,1,2021-12-12 16:30:00+00:00,2021,6,3610085
669,0,2,Norwich,Aston Villa,0,2021-12-14 19:45:00+00:00,2021,1,3610095
670,7,0,Man City,Leeds,1,2021-12-14 20:00:00+00:00,2021,1,3610099
671,0,1,Brighton,Wolves,0,2021-12-15 19:30:00+00:00,2021,2,3610092
672,2,2,Crystal Palace,Southampton,0,2021-12-15 19:30:00+00:00,2021,2,3610096
673,2,0,Arsenal,West Ham,1,2021-12-15 20:00:00+00:00,2021,2,3610090
674,1,1,Chelsea,Everton,0,2021-12-16 19:45:00+00:00,2021,3,3610097
675,3,1,Liverpool,Newcastle,1,2021-12-16 20:00:00+00:00,2021,3,3610098
676,1,4,Leeds,Arsenal,0,2021-12-18 17:30:00+00:00,2021,5,3610102
677,0,4,Newcastle,Man City,0,2021-12-19 14:00:00+00:00,2021,6,3610104
678,0,0,Wolves,Chelsea,0,2021-12-19 14:00:00+00:00,2021,6,3610109
679,2,2,Tottenham,Liverpool,0,2021-12-19 16:30:00+00:00,2021,6,3610106
680,6,3,Man City,Leicester,1,2021-12-26 15:00:00+00:00,2021,6,3610114
681,0,5,Norwich,Arsenal,0,2021-12-26 15:00:00+00:00,2021,6,3610116
682,3,0,Tottenham,Crystal Palace,1,2021-12-26 15:00:00+00:00,2021,6,3610117
683,2,3,West Ham,Southampton,0,2021-12-26 15:00:00+00:00,2021,6,3610118
684,1,3,Aston Villa,Chelsea,0,2021-12-26 17:30:00+00:00,2021,6,3610110
685,2,0,Brighton,Brentford,1,2021-12-26 20:00:00+00:00,2021,6,3610111
686,1,1,Newcastle,Man United,0,2021-12-27 20:00:00+00:00,2021,0,3610115
687,3,0,Crystal Palace,Norwich,1,2021-12-28 15:00:00+00:00,2021,1,3610124
688,1,1,Southampton,Tottenham,0,2021-12-28 15:00:00+00:00,2021,1,3610129
689,1,4,Watford,West Ham,0,2021-12-28 15:00:00+00:00,2021,1,3610123
690,1,0,Leicester,Liverpool,1,2021-12-28 20:00:00+00:00,2021,1,3610127
691,1,1,Chelsea,Brighton,0,2021-12-29 19:30:00+00:00,2021,2,3610122
692,0,1,Brentford,Man City,0,2021-12-29 20:15:00+00:00,2021,2,3610121
693,3,1,Man United,Burnley,1,2021-12-30 20:15:00+00:00,2021,3,3610128
694,1,2,Arsenal,Man City,0,2022-01-01 12:30:00+00:00,2022,5,3610130
695,0,1,Watford,Tottenham,0,2022-01-01 15:00:00+00:00,2022,5,3610139
696,2,3,Crystal Palace,West Ham,0,2022-01-01 17:30:00+00:00,2022,5,3610133
697,2,1,Brentford,Aston Villa,1,2022-01-02 14:00:00+00:00,2022,6,3610131
698,2,3,Everton,Brighton,0,2022-01-02 14:00:00+00:00,2022,6,3610134
699,3,1,Leeds,Burnley,1,2022-01-02 14:00:00+00:00,2022,6,3610135
700,2,2,Chelsea,Liverpool,0,2022-01-02 16:30:00+00:00,2022,6,3610132
701,0,1,Man United,Wolves,0,2022-01-03 17:30:00+00:00,2022,0,3610137
702,4,1,Southampton,Brentford,1,2022-01-11 19:45:00+00:00,2022,1,3610105
703,2,0,West Ham,Norwich,1,2022-01-12 19:45:00+00:00,2022,2,3610108
704,1,1,Brighton,Crystal Palace,0,2022-01-14 20:00:00+00:00,2022,4,3610141
705,1,0,Man City,Chelsea,1,2022-01-15 12:30:00+00:00,2022,5,3610144
706,1,1,Newcastle,Watford,0,2022-01-15 15:00:00+00:00,2022,5,3610145
707,2,1,Norwich,Everton,1,2022-01-15 15:00:00+00:00,2022,5,3610146
708,3,1,Wolves,Southampton,1,2022-01-15 15:00:00+00:00,2022,5,3610149
709,2,2,Aston Villa,Man United,0,2022-01-15 17:30:00+00:00,2022,5,3610140
710,3,0,Liverpool,Brentford,1,2022-01-16 14:00:00+00:00,2022,6,3610143
711,2,3,West Ham,Leeds,0,2022-01-16 14:00:00+00:00,2022,6,3610148
712,1,1,Brighton,Chelsea,0,2022-01-18 20:00:00+00:00,2022,1,3610161
713,2,3,Leicester,Tottenham,0,2022-01-19 19:30:00+00:00,2022,2,3610094
714,1,3,Brentford,Man United,0,2022-01-19 20:00:00+00:00,2022,2,3610091
715,0,3,Watford,Norwich,0,2022-01-21 20:00:00+00:00,2022,4,3610159
716,0,1,Everton,Aston Villa,0,2022-01-22 12:30:00+00:00,2022,5,3610154
717,1,2,Brentford,Wolves,0,2022-01-22 15:00:00+00:00,2022,5,3610151
718,0,1,Leeds,Newcastle,0,2022-01-22 15:00:00+00:00,2022,5,3610155
719,1,0,Man United,West Ham,1,2022-01-22 15:00:00+00:00,2022,5,3610157
720,1,1,Southampton,Man City,0,2022-01-22 17:30:00+00:00,2022,5,3610158
721,0,0,Arsenal,Burnley,0,2022-01-23 14:00:00+00:00,2022,6,3610150
722,1,3,Crystal Palace,Liverpool,0,2022-01-23 14:00:00+00:00,2022,6,3610153
723,1,1,Leicester,Brighton,0,2022-01-23 14:00:00+00:00,2022,6,3610156
724,2,0,Chelsea,Tottenham,1,2022-01-23 16:30:00+00:00,2022,6,3610152
725,0,0,Burnley,Watford,0,2022-02-05 18:00:00+00:00,2022,5,3610093
726,3,1,Newcastle,Everton,1,2022-02-08 19:45:00+00:00,2022,1,3610166
727,1,0,West Ham,Watford,1,2022-02-08 19:45:00+00:00,2022,1,3610164
728,1,1,Burnley,Man United,0,2022-02-08 20:00:00+00:00,2022,1,3610162
729,2,0,Man City,Brentford,1,2022-02-09 19:45:00+00:00,2022,2,3610169
730,1,1,Norwich,Crystal Palace,0,2022-02-09 19:45:00+00:00,2022,2,3610163
731,2,3,Tottenham,Southampton,0,2022-02-09 19:45:00+00:00,2022,2,3610167
732,3,3,Aston Villa,Leeds,0,2022-02-09 20:00:00+00:00,2022,2,3610160
733,2,0,Liverpool,Leicester,1,2022-02-10 19:45:00+00:00,2022,3,3610168
734,0,1,Wolves,Arsenal,0,2022-02-10 19:45:00+00:00,2022,3,3610165
735,1,1,Man United,Southampton,0,2022-02-12 12:30:00+00:00,2022,5,3610175
736,0,0,Brentford,Crystal Palace,0,2022-02-12 15:00:00+00:00,2022,5,3610170
737,3,0,Everton,Leeds,1,2022-02-12 15:00:00+00:00,2022,5,3610173
738,0,2,Watford,Brighton,0,2022-02-12 15:00:00+00:00,2022,5,3610179
739,0,4,Norwich,Man City,0,2022-02-12 17:30:00+00:00,2022,5,3610177
740,0,1,Burnley,Liverpool,0,2022-02-13 14:00:00+00:00,2022,6,3610171
741,1,0,Newcastle,Aston Villa,1,2022-02-13 14:00:00+00:00,2022,6,3610176
742,0,2,Tottenham,Wolves,0,2022-02-13 14:00:00+00:00,2022,6,3610178
743,2,2,Leicester,West Ham,0,2022-02-13 16:30:00+00:00,2022,6,3610174
744,2,0,Man United,Brighton,1,2022-02-15 20:15:00+00:00,2022,1,3610103
745,1,1,West Ham,Newcastle,0,2022-02-19 12:30:00+00:00,2022,5,3610188
746,2,1,Arsenal,Brentford,1,2022-02-19 15:00:00+00:00,2022,5,3610180
747,0,1,Aston Villa,Watford,0,2022-02-19 15:00:00+00:00,2022,5,3610181
748,0,3,Brighton,Burnley,0,2022-02-19 15:00:00+00:00,2022,5,3610182
749,0,1,Crystal Palace,Chelsea,0,2022-02-19 15:00:00+00:00,2022,5,3610183
750,3,1,Liverpool,Norwich,1,2022-02-19 15:00:00+00:00,2022,5,3610185
751,2,0,Southampton,Everton,1,2022-02-19 15:00:00+00:00,2022,5,3610187
752,2,3,Man City,Tottenham,0,2022-02-19 17:30:00+00:00,2022,5,3610186
753,2,4,Leeds,Man United,0,2022-02-20 14:00:00+00:00,2022,6,3610184
754,2,1,Wolves,Leicester,1,2022-02-20 16:30:00+00:00,2022,6,3610189
755,1,0,Burnley,Tottenham,1,2022-02-23 19:30:00+00:00,2022,2,3610052
756,1,4,Watford,Crystal Palace,0,2022-02-23 19:30:00+00:00,2022,2,3610107
757,6,0,Liverpool,Leeds,1,2022-02-23 19:45:00+00:00,2022,2,3610113
758,2,1,Arsenal,Wolves,1,2022-02-24 19:45:00+00:00,2022,3,3610120
759,2,0,Southampton,Norwich,1,2022-02-25 20:00:00+00:00,2022,4,3610198
760,0,4,Leeds,Tottenham,0,2022-02-26 12:30:00+00:00,2022,5,3610196
761,0,2,Brentford,Newcastle,0,2022-02-26 15:00:00+00:00,2022,5,3610191
762,1,1,Crystal Palace,Burnley,0,2022-02-26 15:00:00+00:00,2022,5,3610194
763,0,0,Man United,Watford,0,2022-02-26 15:00:00+00:00,2022,5,3610197
764,0,2,Brighton,Aston Villa,0,2022-02-26 15:30:00+00:00,2022,5,3610192
765,0,1,Everton,Man City,0,2022-02-26 17:30:00+00:00,2022,5,3610195
766,1,0,West Ham,Wolves,1,2022-02-27 14:00:00+00:00,2022,6,3610199
767,0,2,Burnley,Leicester,0,2022-03-01 19:45:00+00:00,2022,1,3610142
768,1,0,Leicester,Leeds,1,2022-03-05 12:30:00+00:00,2022,5,3610202
769,4,0,Aston Villa,Southampton,1,2022-03-05 15:00:00+00:00,2022,5,3610200
770,0,4,Burnley,Chelsea,0,2022-03-05 15:00:00+00:00,2022,5,3610201
771,2,1,Newcastle,Brighton,1,2022-03-05 15:00:00+00:00,2022,5,3610205
772,1,3,Norwich,Brentford,0,2022-03-05 15:00:00+00:00,2022,5,3610206
773,0,2,Wolves,Crystal Palace,0,2022-03-05 15:00:00+00:00,2022,5,3610209
774,1,0,Liverpool,West Ham,1,2022-03-05 17:30:00+00:00,2022,5,3610203
775,2,3,Watford,Arsenal,0,2022-03-06 14:00:00+00:00,2022,6,3610208
776,4,1,Man City,Man United,1,2022-03-06 16:30:00+00:00,2022,6,3610204
777,5,0,Tottenham,Everton,1,2022-03-07 20:00:00+00:00,2022,0,3610207
778,1,3,Norwich,Chelsea,0,2022-03-10 19:30:00+00:00,2022,3,3610226
779,1,2,Southampton,Newcastle,0,2022-03-10 19:30:00+00:00,2022,3,3610138
780,4,0,Wolves,Watford,1,2022-03-10 19:30:00+00:00,2022,3,3610119
781,0,3,Leeds,Aston Villa,0,2022-03-10 19:45:00+00:00,2022,3,3610126
782,0,2,Brighton,Liverpool,0,2022-03-12 12:30:00+00:00,2022,5,3610212
783,2,0,Brentford,Burnley,1,2022-03-12 15:00:00+00:00,2022,5,3610211
784,3,2,Man United,Tottenham,1,2022-03-12 17:30:00+00:00,2022,5,3610217
785,1,0,Chelsea,Newcastle,1,2022-03-13 14:00:00+00:00,2022,6,3610213
786,0,1,Everton,Wolves,0,2022-03-13 14:00:00+00:00,2022,6,3610215
787,2,1,Leeds,Norwich,1,2022-03-13 14:00:00+00:00,2022,6,3610216
788,1,2,Southampton,Watford,0,2022-03-13 14:00:00+00:00,2022,6,3610218
789,2,1,West Ham,Aston Villa,1,2022-03-13 14:00:00+00:00,2022,6,3610219
790,2,0,Arsenal,Leicester,1,2022-03-13 16:30:00+00:00,2022,6,3610210
791,0,0,Crystal Palace,Man City,0,2022-03-14 20:00:00+00:00,2022,0,3610214
792,0,2,Brighton,Tottenham,0,2022-03-16 19:30:00+00:00,2022,2,3610082
793,0,2,Arsenal,Liverpool,0,2022-03-16 20:15:00+00:00,2022,2,3610190
794,1,0,Everton,Newcastle,1,2022-03-17 19:45:00+00:00,2022,3,3610125
795,2,3,Wolves,Leeds,0,2022-03-18 20:00:00+00:00,2022,4,3610229
796,0,1,Aston Villa,Arsenal,0,2022-03-19 12:30:00+00:00,2022,5,3610220
797,2,1,Leicester,Brentford,1,2022-03-20 14:00:00+00:00,2022,6,3610222
798,3,1,Tottenham,West Ham,1,2022-03-20 16:30:00+00:00,2022,6,3610227
799,2,0,Liverpool,Watford,1,2022-04-02 11:30:00+00:00,2022,5,3610234
800,0,0,Brighton,Norwich,0,2022-04-02 14:00:00+00:00,2022,5,3610239
801,0,2,Burnley,Man City,0,2022-04-02 14:00:00+00:00,2022,5,3610238
802,1,4,Chelsea,Brentford,0,2022-04-02 14:00:00+00:00,2022,5,3610237
803,1,1,Leeds,Southampton,0,2022-04-02 14:00:00+00:00,2022,5,3610235
804,2,1,Wolves,Aston Villa,1,2022-04-02 14:00:00+00:00,2022,5,3610230
805,1,1,Man United,Leicester,0,2022-04-02 16:30:00+00:00,2022,5,3610233
806,2,1,West Ham,Everton,1,2022-04-03 13:00:00+00:00,2022,6,3610231
807,5,1,Tottenham,Newcastle,1,2022-04-03 15:30:00+00:00,2022,6,3610232
808,3,0,Crystal Palace,Arsenal,1,2022-04-04 19:00:00+00:00,2022,0,3610236
809,3,2,Burnley,Everton,1,2022-04-06 18:30:00+00:00,2022,2,3610112
810,1,0,Newcastle,Wolves,1,2022-04-08 19:00:00+00:00,2022,4,3610243
811,1,0,Everton,Man United,1,2022-04-09 11:30:00+00:00,2022,5,3610246
812,1,2,Arsenal,Brighton,0,2022-04-09 14:00:00+00:00,2022,5,3610249
813,0,6,Southampton,Chelsea,0,2022-04-09 14:00:00+00:00,2022,5,3610241
814,0,3,Watford,Leeds,0,2022-04-09 14:00:00+00:00,2022,5,3610240
815,0,4,Aston Villa,Tottenham,0,2022-04-09 16:30:00+00:00,2022,5,3610248
816,2,0,Brentford,West Ham,1,2022-04-10 13:00:00+00:00,2022,6,3610247
817,2,1,Leicester,Crystal Palace,1,2022-04-10 13:00:00+00:00,2022,6,3610245
818,2,0,Norwich,Burnley,1,2022-04-10 13:00:00+00:00,2022,6,3610242
819,2,2,Man City,Liverpool,0,2022-04-10 15:30:00+00:00,2022,6,3610244
820,0,1,Tottenham,Brighton,0,2022-04-16 11:30:00+00:00,2022,5,3610253
821,3,2,Man United,Norwich,1,2022-04-16 14:00:00+00:00,2022,5,3610256
822,1,0,Southampton,Arsenal,1,2022-04-16 14:00:00+00:00,2022,5,3610254
823,1,2,Watford,Brentford,0,2022-04-16 14:00:00+00:00,2022,5,3610252
824,2,1,Newcastle,Leicester,1,2022-04-17 13:15:00+00:00,2022,6,3610255
825,1,1,West Ham,Burnley,0,2022-04-17 13:15:00+00:00,2022,6,3610251
826,4,0,Liverpool,Man United,1,2022-04-19 19:00:00+00:00,2022,1,3610223
827,2,4,Chelsea,Arsenal,0,2022-04-20 18:45:00+00:00,2022,2,3610172
828,1,1,Everton,Leicester,0,2022-04-20 18:45:00+00:00,2022,2,3610101
829,1,0,Newcastle,Crystal Palace,1,2022-04-20 18:45:00+00:00,2022,2,3610225
830,3,0,Man City,Brighton,1,2022-04-20 19:00:00+00:00,2022,2,3610224
831,2,0,Burnley,Southampton,1,2022-04-21 18:45:00+00:00,2022,3,3610221
832,3,1,Arsenal,Man United,1,2022-04-23 11:30:00+00:00,2022,5,3610269
833,0,0,Leicester,Aston Villa,0,2022-04-23 14:00:00+00:00,2022,5,3610263
834,5,1,Man City,Watford,1,2022-04-23 14:00:00+00:00,2022,5,3610261
835,0,3,Norwich,Newcastle,0,2022-04-23 14:00:00+00:00,2022,5,3610260
836,0,0,Brentford,Tottenham,0,2022-04-23 16:30:00+00:00,2022,5,3610268
837,2,2,Brighton,Southampton,0,2022-04-24 13:00:00+00:00,2022,6,3610267
838,1,0,Burnley,Wolves,1,2022-04-24 13:00:00+00:00,2022,6,3610266
839,1,0,Chelsea,West Ham,1,2022-04-24 13:00:00+00:00,2022,6,3610265
840,2,0,Liverpool,Everton,1,2022-04-24 15:30:00+00:00,2022,6,3610262
841,0,0,Crystal Palace,Leeds,0,2022-04-25 19:00:00+00:00,2022,0,3610264
842,1,1,Man United,Chelsea,0,2022-04-28 18:45:00+00:00,2022,3,3610296
843,0,1,Newcastle,Liverpool,0,2022-04-30 11:30:00+00:00,2022,5,3610275
844,2,0,Aston Villa,Norwich,1,2022-04-30 14:00:00+00:00,2022,5,3610279
845,1,2,Southampton,Crystal Palace,0,2022-04-30 14:00:00+00:00,2022,5,3610274
846,1,2,Watford,Burnley,0,2022-04-30 14:00:00+00:00,2022,5,3610272
847,0,3,Wolves,Brighton,0,2022-04-30 14:00:00+00:00,2022,5,3610270
848,0,4,Leeds,Man City,0,2022-04-30 16:30:00+00:00,2022,5,3610277
849,1,0,Everton,Chelsea,1,2022-05-01 13:00:00+00:00,2022,6,3610278
850,3,1,Tottenham,Leicester,1,2022-05-01 13:00:00+00:00,2022,6,3610273
851,1,2,West Ham,Arsenal,0,2022-05-01 15:30:00+00:00,2022,6,3610271
852,3,0,Man United,Brentford,1,2022-05-02 19:00:00+00:00,2022,0,3610276
853,3,0,Brentford,Southampton,1,2022-05-07 14:00:00+00:00,2022,5,3610288
854,1,3,Burnley,Aston Villa,0,2022-05-07 14:00:00+00:00,2022,5,3610286
855,2,2,Chelsea,Wolves,0,2022-05-07 14:00:00+00:00,2022,5,3610285
856,1,0,Crystal Palace,Watford,1,2022-05-07 14:00:00+00:00,2022,5,3610284
857,4,0,Brighton,Man United,1,2022-05-07 16:30:00+00:00,2022,5,3610287
858,1,1,Liverpool,Tottenham,0,2022-05-07 18:45:00+00:00,2022,5,3610282
859,2,1,Arsenal,Leeds,1,2022-05-08 13:00:00+00:00,2022,6,3610289
860,1,2,Leicester,Everton,0,2022-05-08 13:00:00+00:00,2022,6,3610283
861,0,4,Norwich,West Ham,0,2022-05-08 13:00:00+00:00,2022,6,3610280
862,5,0,Man City,Newcastle,1,2022-05-08 15:30:00+00:00,2022,6,3610281
863,1,2,Aston Villa,Liverpool,0,2022-05-10 19:00:00+00:00,2022,1,3610259
864,0,3,Leeds,Chelsea,0,2022-05-11 18:30:00+00:00,2022,2,3610257
865,3,0,Leicester,Norwich,1,2022-05-11 18:45:00+00:00,2022,2,3610136
866,0,0,Watford,Everton,0,2022-05-11 18:45:00+00:00,2022,2,3610228
867,1,5,Wolves,Man City,0,2022-05-11 19:15:00+00:00,2022,2,3610250
868,3,0,Tottenham,Arsenal,1,2022-05-12 18:45:00+00:00,2022,3,3610147
869,1,0,Tottenham,Burnley,1,2022-05-15 11:00:00+00:00,2022,6,3610293
870,1,1,Aston Villa,Crystal Palace,0,2022-05-15 13:00:00+00:00,2022,6,3610299
871,1,1,Leeds,Brighton,0,2022-05-15 13:00:00+00:00,2022,6,3610297
872,1,5,Watford,Leicester,0,2022-05-15 13:00:00+00:00,2022,6,3610292
873,2,2,West Ham,Man City,0,2022-05-15 13:00:00+00:00,2022,6,3610291
874,1,1,Wolves,Norwich,0,2022-05-15 13:00:00+00:00,2022,6,3610290
